id,resource_state,name,activity_type,distance,average_grade,maximum_grade,elevation_high,elevation_low,start_latlng,end_latlng,elevation_profile,elevation_profiles,climb_category,city,state,country,private,hazardous,starred,created_at,updated_at,total_elevation_gain,map,effort_count,athlete_count,star_count,athlete_segment_stats,xoms,local_legend
6716840,3,Alhelíes Climb,Run,754.9,6.1,16.0,2722.3,2676.6,"[19.269249, -99.214021]","[19.268062, -99.220456]",https://d3o5xota0a1fcr.cloudfront.net/v6/charts/YMBLKZHPOLJMWILLILQB7YBTNTBSIOMWMGODWRLTOF4XQTWP55GIUL56LEI57S4QVESD66GBNNBOCG3FBSRZLQQ=,"{'light_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/YMBLKZHPOLJMWILLILQB7YBTNTBSIOMWMGODWRLTOF4XQTWP55GIUL56LEI57S4QVESD66GBNNBOCG3FBSRZLQQ=', 'dark_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/ZV2V5FFQ35L3YD6AAQLBZQVOCIZXDGBILA4YSOOEDKS7OES7ORJDLQPGU5YJBOX2HEBL5CUB75TWZUBTGKFOECA='}",0,Mexico City,D.F.,Mexico,False,False,False,2014-02-21T14:49:11Z,2021-05-15T02:14:43Z,46.2,"{'id': 's6716840', 'polyline': 'wortBtvp|Q@DGf@Sn@?TIJATGP@XDHMTMb@XVLNDN@DETFZBJPPBTNX?TEP\\b@@LENBTBB?PLTLH@TL^NN@RTh@ALBTJVD\\HH?ZJ^?ZBJJF?JDJC`@FRBr@BJKp@BN?\\DRNZFX', 'resource_state': 3}",259,66,0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}","{'kom': '2:08', 'qom': '4:17', 'overall': '2:08', 'destination': {'href': 'strava://segments/6716840/leaderboard', 'type': 'overall', 'name': 'All-Time'}}","{'athlete_id': 59667586, 'title': 'Cavernario Volador', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/59667586/31594831/9/large.jpg', 'effort_description': '5 efforts in the last 90 days', 'effort_count': '5', 'effort_counts': {'overall': '5 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/6716840/local_legend?categories%5B%5D=overall'}"
28814473,3,"el segmento del Rafa, pero de reversa sasa",Run,1020.5,-12.4,0.0,2634.0,2507.0,"[19.272745, -99.217839]","[19.280581, -99.214599]",https://d3o5xota0a1fcr.cloudfront.net/v6/charts/Z55ILJNHTT4TPYTP5SDL5DIMQWLAVYI4CVWDRJECMUTDSWVLYTVZX6UKEZPPZ5JSNFPBU3BOPGVUD7SK2S7IRGPH,"{'light_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/Z55ILJNHTT4TPYTP5SDL5DIMQWLAVYI4CVWDRJECMUTDSWVLYTVZX6UKEZPPZ5JSNFPBU3BOPGVUD7SK2S7IRGPH', 'dark_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/U6MS24AME4RRLESANFIKCBHJY65OUQEPCZOKI7SP32PLIFOYNDA7KMGXNNWQUUBUFQC2YRSP6YQW27BRUJU2BDO7'}",0,Ciudad de México,Ciudad de México,Mexico,False,False,False,2021-06-14T19:15:23Z,2021-06-14T19:15:24Z,0.0,"{'id': 's28814473', 'polyline': 'sestBnnq|Qc@Ee@O}@g@aBm@s@e@{@a@m@Ss@]a@KSMSYUQUWw@eAUe@c@wAWq@k@kAa@q@QOSCmAX_AB_AA{E\\uB@qCTe@AWK', 'resource_state': 3}",47,15,0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}","{'kom': '2:08', 'qom': '11:46', 'overall': '2:08', 'destination': {'href': 'strava://segments/28814473/leaderboard', 'type': 'overall', 'name': 'All-Time'}}","{'athlete_id': 113125988, 'title': 'Héktôr Martínez', 'profile': 'https://graph.facebook.com/3416316958652432/picture?height=256&width=256', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': None}, 'destination': 'strava://segments/28814473/local_legend?categories%5B%5D=overall'}"
30421870,3,Vuelta a pista Parque Ecológico de la Cdmx,Run,3239.6,0.1,12.8,2702.4,2645.0,"[19.26342, -99.204085]","[19.263326, -99.204185]",https://d3o5xota0a1fcr.cloudfront.net/v6/charts/JV5LDJXVGMFUBFYYYVC5YNB3T6Y3MTOYW5JFKWDNR6RD4ITOA4WFM4VOFB2QQY5TEVYSSNY5GGVF5MFPNDFWJAY=,"{'light_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/JV5LDJXVGMFUBFYYYVC5YNB3T6Y3MTOYW5JFKWDNR6RD4ITOA4WFM4VOFB2QQY5TEVYSSNY5GGVF5MFPNDFWJAY=', 'dark_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/7MJLV6T7N4T36QQMFQYANKMSSE4XE7VS3AMGQILLUXF23V3HX5O52HED37BEP2DJXLW5VFFDM3K6W5R2YE4YE2Y='}",0,Ciudad de México,Ciudad de México,Mexico,False,False,False,2021-11-18T00:46:25Z,2021-11-18T00:46:26Z,57.4,"{'id': 's30421870', 'polyline': 'kkqtBpxn|QdA}@l@}@f@g@dBaCj@e@fAsAfBgBv@m@pAq@zB{@fB{@p@WHGhBq@`EoBh@M`Ae@XUl@QlBy@~Ag@bAk@d@Q^YXg@b@e@L]ZcBPmD`@wAt@yAR[RSLQt@s@TKNQCMD@HR]d@_BbBOVKZ[f@St@Ip@I`@CDGv@?`@UtA[jAQ`@K\\OTk@^]Lg@HiAl@]FmBv@]ReBx@sA^wAl@u@`@qDxASNaA`@kA`@iAh@WPwAj@SNUTu@l@c@j@m@h@eCjCi@|@m@r@q@bAe@d@c@l@IF?A', 'resource_state': 3}",387,24,0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}","{'kom': '15:12', 'qom': '16:13', 'overall': '15:12', 'destination': {'href': 'strava://segments/30421870/leaderboard', 'type': 'overall', 'name': 'All-Time'}}","{'athlete_id': 158533178, 'title': 'Jessica Salazar Barrera', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/158533178/35394725/1/large.jpg', 'effort_description': '9 efforts in the last 90 days', 'effort_count': '9', 'effort_counts': {'overall': '9 efforts', 'female': '9 efforts'}, 'destination': 'strava://segments/30421870/local_legend?categories%5B%5D=overall'}"
29350636,3,pollo trail 21k,Run,19887.9,-0.0,49.5,3123.0,2686.0,"[19.26818, -99.213331]","[19.26828, -99.213491]",https://d3o5xota0a1fcr.cloudfront.net/v6/charts/7G5T55AYSUMPRKSUOUM2MU55MHA2CJ5NFIBPDQLDVWBWDN2LHASUCQQ3S4Z2RXWBNUCXUOUII5VWPHOADSYWZMWK,"{'light_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/7G5T55AYSUMPRKSUOUM2MU55MHA2CJ5NFIBPDQLDVWBWDN2LHASUCQQ3S4Z2RXWBNUCXUOUII5VWPHOADSYWZMWK', 'dark_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/PI2U6DWKGQPSZOAGQLYZXGB3TGAO3ARA67VAIBP5NNWRILP3A5Z4UPUY5QIEHJZGKTLN5WXYEOR7OX2STQII2PC5'}",0,Ciudad de México,Ciudad de México,Mexico,False,False,False,2021-08-02T01:28:59Z,2021-08-02T01:29:00Z,1094.0,"{'id': 's29350636', 'polyline': 'cirtBjrp|Qf@o@bCyEp@aANEVBr@`@NLT\\h@TFNP|@JNDTFN^XLBPHZBRPDFd@nA\\h@\\Xp@x@PHTVRLDJBRDDTFVNLNJVHHTJh@LVNt@TVTNT?FEb@BJHLf@Zj@NDBXVx@lAFDj@F`@Tp@Pp@^LPd@h@RZRPHLTv@AFc@n@?TPl@RZHFj@PRTHBVCj@MRAL@NRNd@NTh@Lj@n@DNAH[j@U\\EL?FHNXNLPXt@NRHPDRAHCDO@w@MGEYSGCk@@_@POBQAa@KI?SH]VeAd@gAOWBMJCPJ^Gp@DlALHd@FVDZ?DDH\\HDCAIKAKDG|Bb@|@BPHlBJTJp@@NBPLLCJDTCL?f@P^BLFL?PIJBh@@r@T\\PP@^A`@H`@Bp@RtADh@HX@^HRLb@Fz@XpBELELKHM?IEQWSEQA{@Pk@Ay@@MN]De@RQTq@FCD?DBPXb@`@d@|@j@\\`@Hj@h@HFr@NLCT[r@g@NGPAf@Fr@C`@NNDPP^FHHPDFFL\\V^Vd@BTJPFVCN?\\BFNFXHf@AJBHFT@ZKR@LG`@EZSFMRE`@YHCDKd@ENW@IJIJYLO?KUg@WiAAo@Im@Eg@@YEa@A]@IJ_@TCJBNIPCNXNBFDJBDJ@NTHVZN\\RR^RPNP^VFN?THZBh@?g@?u@Ec@IIBANFd@HPD?@FF@?JNFF\\EJDTAJ@FCRBVRV?LELFLHBAXa@l@s@d@IPUHIJM?SF_@?IFWd@[BIL@LGXWLMNG?a@IQFK?YPO`@]n@ENANDVCXDXOX@THd@AJK`@?TDFLJxAd@LBJENSDCJGTANGLOXCLG`@C\\BRHFZ@HIVCNJdA?r@FVTFD?ZYVGTOXGTf@\\`@Pd@FCBKJEDILCPJRCr@JJDT?ZH@PB@FIJCz@HHAJc@GKAMB]P_@FWXc@PIJ@DHFBh@OLMD?\\VZFPJLN\\p@x@XP@HCFQFiA?s@XoCA[Ei@CGECgBHq@IaAB]COUKa@A]E]F_@AUQo@ME_@J]FaAd@oBR_@Pk@FOAKIIe@Sg@?SCIU[?SHKBOMCIGDMAMOIYG_@CGE?CLIFMROLEP?BCCCBCPGTCf@a@`@UV[^{@BUJ[B]CYEAUDEUF_AGc@Da@Cc@FUMuAFMn@QPMLATBFGDAv@\\^^NFVRZJFALYf@YLCPOXEDE?EIO_@[SWc@a@iAgCm@i@iAm@eBmAu@a@UIa@Y_By@s@Q]WaAa@SMUEc@Fa@Ew@a@w@Sg@g@EI?KBK^o@DWEWg@w@EI?KFS`@_@LQ^}@Za@HSD_@GWW]AODUPc@X]d@[FALBDOPMH[Jy@HIHAXJ`AEDPNLHRBRBF`@RPZJ?PI@E@SH[AODAqBiGH?JIPYDWJMJGt@ULK^eAVc@Ji@NUx@e@`@KPWDCL?TJf@D^Jp@@F@Xb@Rf@`ApA`@p@j@\\Af@BP\\t@@h@Vl@Gr@BZFLVVHd@Rl@f@x@NJ`@NXTZNp@Nh@Rn@Jd@XXA^B^LF??MGIIGSEAC@MXMAGMGCCJWDY`@Mz@EN@\\Md@KTKXQVg@v@eAXm@Hg@AcBCg@IMg@kAY_@Q]Kk@Wg@IYKSKa@]c@KsAQy@?]GGOIIFQb@WhASFKJo@tAQXWR]^G@GCQe@ODOLUFOPQFa@TGHKDU^UTQd@GFC?AEGeAIUIi@U_@Qy@Iu@Me@KOOA{@Ne@LWTYDQCIM{@?u@MYSUW[s@CUD]J[Fq@Ac@@]G_ABiADa@IgA@k@QgAIiAE_DEc@LoCCkANeAEc@Dc@?a@KcA?UBWFY@k@BMV[AGUWAK@m@IoA?s@IQEWDyAJiAA[Mw@Ia@EMKIME[CgADw@JK?OQw@mBEE]MMMEUBKPQRKl@GJGDKUe@Mo@@}AG_@OW_@WOQa@}@C[AUCGKKOCwABGCAEFYCAe@FcA?c@Fe@EEAACHY@GE?YV[h@e@xA?^Lj@DXBJ\\p@Fd@Op@@n@OfAS|@k@~AORm@Za@f@g@b@_EfBo@TWDm@De@E}@Fg@Km@Bo@F}@Zw@j@e@r@YRKTMf@[j@Ib@Ub@SRm@\\QRgA`@qBJ}@JIDDPCRNN@HJP?LFXf@h@JTFDLv@Vl@Fh@R`@FV?VBRNNTHT^?RFt@d@hA?\\@J\\h@NJTHXVv@ZLHLPLh@FPBV`@h@Rn@P^TVN\\RRT\\BPDJBRCXHb@N\\@JGP@z@K`@@VIV[TABB\\EXFd@?JGV?RSb@Mb@S`@K|@Bp@J`@K^DfAJVF\\Bj@BLPPLXNVDJ@RAn@ETGPg@n@EN@NXZJVDPAJ[l@GZTxBLx@B^IPc@b@EPEZWt@EDYFU@]Ew@k@OOU_AIQGCk@Ig@Sk@ISQ[g@QMQI_@Gs@a@]GUSk@[OMe@M_@[_@c@c@Ks@IiA[UKWUg@WW[e@u@_@y@][Q]o@c@e@k@[OKQWWk@WMMYw@_@a@[g@GOGIQ_@Uw@GoAMe@C_@Oo@Ks@EKUU[SOYMOa@OSQ[QGGOWSS]MWCGC]Wa@_@W[o@yA[Yg@eAMOQIK?UNa@d@o@l@eAvAq@l@_@j@u@n@{@Zu@`@y@XsAXq@Hq@Rq@L[LYRm@p@SZcDnG{@xAw@`B]d@UL', 'resource_state': 3}",17,16,0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}","{'kom': '2:19:48', 'qom': '3:35:01', 'overall': '2:19:48', 'destination': {'href': 'strava://segments/29350636/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",
19786057,3,ruta del teporingo,Run,447.0,3.3,28.7,2564.6,2547.7,"[19.259251, -99.192588]","[19.255229, -99.192293]",https://d3o5xota0a1fcr.cloudfront.net/v6/charts/6GRHC5K3OWYISFZFMMVJLBT5YYX4MUVKGIHPK6NH6GRDRFC6CDBT6RZ6HHYPOQHTJDN47MMIZGPCXOV3HKPUCNVJ,"{'light_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/6GRHC5K3OWYISFZFMMVJLBT5YYX4MUVKGIHPK6NH6GRDRFC6CDBT6RZ6HHYPOQHTJDN47MMIZGPCXOV3HKPUCNVJ', 'dark_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/24DAHBOOMWY2G7LX46WPXKMV5CGAHS72PSDDBWBIISIFCAB7WKVGXFHAIMHRYVRKIAIT63HC3XZVIWQBAYNW4JJ2'}",0,Ciudad de México,Ciudad de México,Mexico,False,False,False,2019-01-31T16:47:20Z,2021-05-15T02:22:34Z,16.9,"{'id': 's19786057', 'polyline': 'iqptBtpl|QxAKl@?vHUn@?XCr@@`ACrBOp@A', 'resource_state': 3}",766,99,2,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}","{'kom': '1:59', 'qom': '2:53', 'overall': '1:59', 'destination': {'href': 'strava://segments/19786057/leaderboard', 'type': 'overall', 'name': 'All-Time'}}","{'athlete_id': 97623419, 'title': 'José Manuel Borja Zamora', 'profile': 'https://lh3.googleusercontent.com/a/ACg8ocLfBic4TXRHRJYCVVcBiU5XHfsb7bts5Gdua9nvMyj7X2WgikiA=s96-c', 'effort_description': '24 efforts in the last 90 days', 'effort_count': '24', 'effort_counts': {'overall': '24 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/19786057/local_legend?categories%5B%5D=overall'}"
19786050,3,Camino verde,Run,329.8,7.7,25.2,2540.3,2515.0,"[19.262753, -99.190989]","[19.260054, -99.192262]",https://d3o5xota0a1fcr.cloudfront.net/v6/charts/DLRUVFPCTULYKWYAVWGZO3YQLLHVRCQZJLKM5FWVJ6GBE32ZERHFZGJXIDT7T4USXI4QAWDNZR5WQHKX33O67T53,"{'light_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/DLRUVFPCTULYKWYAVWGZO3YQLLHVRCQZJLKM5FWVJ6GBE32ZERHFZGJXIDT7T4USXI4QAWDNZR5WQHKX33O67T53', 'dark_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/HLV7QK7AVWRL5RSKK67UEOTQDUXIFJPZS7HD2AYFHYM4AD2OWDGSCJHFIG4UEIR7Z5JF6HBZASCSEP2I73UDTQFN'}",0,Ciudad de México,Ciudad de México,Mexico,False,False,False,2019-01-31T16:46:19Z,2021-05-15T02:22:34Z,25.3,"{'id': 's19786050', 'polyline': 'egqtBtfl|QJHRHx@JvAx@bA\\`B`@lAn@~Af@TL', 'resource_state': 3}",206,52,1,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}","{'kom': '1:36', 'qom': '2:20', 'overall': '1:36', 'destination': {'href': 'strava://segments/19786050/leaderboard', 'type': 'overall', 'name': 'All-Time'}}","{'athlete_id': 146259786, 'title': 'Eden Martinez', 'profile': 'https://graph.facebook.com/9068224119870325/picture?height=256&width=256', 'effort_description': '10 efforts in the last 90 days', 'effort_count': '10', 'effort_counts': {'overall': '10 efforts', 'female': None}, 'destination': 'strava://segments/19786050/local_legend?categories%5B%5D=overall'}"
2109061,3,a Del Rosal Climb,Run,1711.93,5.4,12.3,2394.1,2300.9,"[19.2765433, -99.1669577]","[19.2628842, -99.1727088]",https://d3o5xota0a1fcr.cloudfront.net/v6/charts/GWEQAA4YQCOPTXGTQ2KLND2MTO2GJMNHDQITERYIEL5P34F6552KAG3DM4N5PUE6KTVSQGXBEAG7GSNJAYIVDTQ=,"{'light_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/GWEQAA4YQCOPTXGTQ2KLND2MTO2GJMNHDQITERYIEL5P34F6552KAG3DM4N5PUE6KTVSQGXBEAG7GSNJAYIVDTQ=', 'dark_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/JSYRH5N473MCTIODICN6KKERMIJEWZM5MXQD2IGVXZI2DDOJ27FN7Y7NHMDDR4WMR26NT2QUJRRREHOIOMCW3DA='}",1,Coyacán,D.F.,Mexico,False,False,False,2012-08-13T14:06:53Z,2021-05-15T02:12:21Z,93.198,"{'id': 's2109061', 'polyline': 'k}stBnpg|Qd@X~@Zl@BfAZR@^TPDNJvAj@vBl@XAh@E`Bq@j@E\\@d@HNAHCLWNOb@Mb@GPCz@Rz@^ZHj@ZRBTJr@^PPdAl@PFdFhCPDZPvB~@p@`@~@r@VNl@P|Ax@LJRDr@Xp@^p@VRLn@XNLnAv@f@RbAh@fAt@xApAr@h@HBl@K', 'resource_state': 3}",338,250,2,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}","{'kom': '7:55', 'qom': '10:31', 'overall': '7:55', 'destination': {'href': 'strava://segments/2109061/leaderboard', 'type': 'overall', 'name': 'All-Time'}}","{'athlete_id': 144820164, 'title': 'Paulina Villarreal', 'profile': 'avatar/athlete/large.png', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': '1 effort'}, 'destination': 'strava://segments/2109061/local_legend?categories%5B%5D=overall'}"
11111486,3,blvd fuentes,Run,2289.2,-0.1,9.5,2384.0,2336.0,"[19.281192, -99.187032]","[19.281155, -99.187033]",https://d3o5xota0a1fcr.cloudfront.net/v6/charts/KQMJN5HKQYA324MM7ZI5TQOTOHD3VPIYQVJ47XO6VWEPBTOLXSOEIQ3P6TEAOBDDNYER5JHYIAZPFOE7662WTESZ,"{'light_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/KQMJN5HKQYA324MM7ZI5TQOTOHD3VPIYQVJ47XO6VWEPBTOLXSOEIQ3P6TEAOBDDNYER5JHYIAZPFOE7662WTESZ', 'dark_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/IFXC6HJOM3VRETLEY2QN27GCHKSWID2GQOBKB57X2OTXRQ3QGSGHEQEEBOVGZOE6QUY6YMU43D6TC5ABHWT3UYMQ'}",0,Ciudad de México,Distrito Federal,Mexico,False,False,False,2015-12-30T07:59:22Z,2021-05-15T02:17:22Z,46.6,"{'id': 's11111486', 'polyline': 'mzttB~mk|Qu@mAa@c@mAeBUWu@aA_@Q_BWMEu@Kg@Qk@c@]eAGi@Iy@GkCIm@[s@y@sAm@u@aAaB}AqBsAaAoAq@uCkBQCe@Aa@JkAPH?f@M^Mb@Ab@D`Ab@\\TvBfAfBbAb@^R`@b@r@|AtBzAjCPb@PfADzBJvAJb@N\\X`@XPb@NxB\\`A^nAlAj@n@j@bAxAtB', 'resource_state': 3}",1326,98,0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}","{'kom': '9:10', 'qom': '11:30', 'overall': '9:10', 'destination': {'href': 'strava://segments/11111486/leaderboard', 'type': 'overall', 'name': 'All-Time'}}","{'athlete_id': 101952278, 'title': 'Miguel Ambrocio', 'profile': 'https://graph.facebook.com/4115258291867281/picture?height=256&width=256', 'effort_description': '35 efforts in the last 90 days', 'effort_count': '35', 'effort_counts': {'overall': '35 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/11111486/local_legend?categories%5B%5D=overall'}"
19647326,3,Vuelta a la pluma,Run,568.0,0.0,23.4,2398.0,2379.9,"[19.264267, -99.176871]","[19.264266, -99.176849]",https://d3o5xota0a1fcr.cloudfront.net/v6/charts/I3ZBGVGZVMJLM3E7VJGG5WAU2NUKYO3W46F53B3OGE47VXFXJEO3SFXXV4EFIIWLQTR5DLL7MPFHY3EQJYG2BWI=,"{'light_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/I3ZBGVGZVMJLM3E7VJGG5WAU2NUKYO3W46F53B3OGE47VXFXJEO3SFXXV4EFIIWLQTR5DLL7MPFHY3EQJYG2BWI=', 'dark_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/BPRPJC3U26I4DMKPHO24SLWAJZD47MN46GV2TF4RU25JNJUVJJKQZVUNU57TTT2N4ITQPH62TEFQNHX5GK4VUII='}",0,Ciudad de México,Ciudad de México,Mexico,False,False,False,2019-01-09T15:29:13Z,2021-05-15T02:22:29Z,18.1,"{'id': 's19647326', 'polyline': 'spqtBnni|Qz@T^FDD@H@z@OfDEZBhACx@CTIBM?q@OUOEM?_@ESAYBkBVoDAUFc@', 'resource_state': 3}",126,29,0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}","{'kom': '2:37', 'qom': '2:52', 'overall': '2:37', 'destination': {'href': 'strava://segments/19647326/leaderboard', 'type': 'overall', 'name': 'All-Time'}}","{'athlete_id': 46300487, 'title': 'Juan Sandoval', 'profile': 'https://graph.facebook.com/10157627964053323/picture?height=256&width=256', 'effort_description': '18 efforts in the last 90 days', 'effort_count': '18', 'effort_counts': {'overall': '18 efforts', 'female': '13 efforts'}, 'destination': 'strava://segments/19647326/local_legend?categories%5B%5D=overall'}"
39169666,3,Camino al xitle de (Tlalpuente hasta el PECDMX),Run,1435.5,5.2,22.9,2550.6,2475.2,"[19.25359, -99.180349]","[19.253246, -99.192667]",https://d3o5xota0a1fcr.cloudfront.net/v6/charts/PGWBAQYYG337KXLVCDIFWQHLTUO3O27LDLHN3YPAEEMSEYLKJT7JIMIPQEZQQCJ5IFZK2423YTJMG6WRTR5GUHGD,"{'light_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/PGWBAQYYG337KXLVCDIFWQHLTUO3O27LDLHN3YPAEEMSEYLKJT7JIMIPQEZQQCJ5IFZK2423YTJMG6WRTR5GUHGD', 'dark_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/YPKSP2RSJ6JW32K23X3RC4SQPW6IT2ICEIA2PYE346MLPHWMKNX247OB27FN354XJDFQASJ6YA5BC4NC2O7W2CTQ'}",0,,Mexico City,Mexico,False,False,False,2025-05-13T19:37:39Z,2025-05-13T19:37:39Z,75.4,"{'id': 's39169666', 'polyline': '}motBddj|QTtA\\lAH\\B\\CtAE`@a@vAE^ILGV@j@F^Cl@?pBJbAJb@L\\LPLXHJh@dAPVl@n@XTz@d@RR`@b@LXFVE\\IVMVCPIt@EnAFl@Tb@Vx@@VMx@@l@Ff@CRCdAM^W^[jAYx@w@v@SZITGPDnAe@pBWp@]`@', 'resource_state': 3}",472,50,0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}","{'kom': '7:51', 'qom': '10:51', 'overall': '7:51', 'destination': {'href': 'strava://segments/39169666/leaderboard', 'type': 'overall', 'name': 'All-Time'}}","{'athlete_id': 97623419, 'title': 'José Manuel Borja Zamora', 'profile': 'https://lh3.googleusercontent.com/a/ACg8ocLfBic4TXRHRJYCVVcBiU5XHfsb7bts5Gdua9nvMyj7X2WgikiA=s96-c', 'effort_description': '19 efforts in the last 90 days', 'effort_count': '19', 'effort_counts': {'overall': '19 efforts', 'female': '3 efforts'}, 'destination': 'strava://segments/39169666/local_legend?categories%5B%5D=overall'}"
17604807,3,Vuelta a la cancha deportivo ,Run,241.6,0.0,11.0,2370.6,2365.2,"[19.268176, -99.176372]","[19.26816, -99.176368]",https://d3o5xota0a1fcr.cloudfront.net/v6/charts/5TDTNA5OLKBHAA24SN5R4ZT4WKFVBPWPT24DIHOFQNODEVAS7FPS7NKBBK2MT45CAWEMLXC3R5VDIMFB2FZMK33J,"{'light_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/5TDTNA5OLKBHAA24SN5R4ZT4WKFVBPWPT24DIHOFQNODEVAS7FPS7NKBBK2MT45CAWEMLXC3R5VDIMFB2FZMK33J', 'dark_url': 'https://d3o5xota0a1fcr.cloudfront.net/v6/charts/WYRAMA2V7Z3AWVEI2PNCEAKFQYEKUKCHXSTUKJ6YOB7L4PJA3S4QJLB4HFQ3TETLAZUX7GVGPVKGCUDCIGY7BDNI'}",0,Ciudad de México,Ciudad de México,Mexico,False,False,False,2018-05-08T16:04:13Z,2021-05-15T02:21:02Z,3.9,"{'id': 's17604807', 'polyline': 'airtBjki|QG`@BJFDn@Db@?RDFABEFgA?OCCuAGQ@IDCDCZ', 'resource_state': 3}",5233,51,1,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}","{'kom': '49s', 'qom': '40s', 'overall': '40s', 'destination': {'href': 'strava://segments/17604807/leaderboard', 'type': 'overall', 'name': 'All-Time'}}","{'athlete_id': 169965250, 'title': 'Luis Olmedo', 'profile': 'https://lh3.googleusercontent.com/a/ACg8ocJWo8mVluV4kCs0UXmjAlqFuyBeNnLYnL6vBacrhLhcV7cZFFSUjA=s96-c', 'effort_description': '88 efforts in the last 90 days', 'effort_count': '88', 'effort_counts': {'overall': '88 efforts', 'female': '43 efforts'}, 'destination': 'strava://segments/17604807/local_legend?categories%5B%5D=overall'}"
