id,resource_state,name,climb_category,climb_category_desc,avg_grade,start_latlng,end_latlng,elev_difference,distance,points,starred,elevation_profile,local_legend_enabled,classification
21549291,2,RUNNING SME 1.1KM,0.0,NC,-0.1,"[19.306382, -99.127954]","[19.306391, -99.127915]",4.0,1129.7,{wytBv|_|Q}@Wg@CSCyAe@mAUaAUc@Ii@AgBo@eBc@EMJ?D@hAFxB^ZNx@j@lCn@hA\`Cf@`@DZJNJZJX?HCXsAEWyA[QAG@UpACBUF,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/KCWETL5G2XDNP4L3UL4DPJRNNLTKCGVTQUQSN5MMPNVONBQRMVYSPXYUHXNGNVSGRVWJYSFUAYVAYUCEEH7WCYC2,True,other
31062185,2,St. Cecilia,0.0,NC,0.0,"[19.311346, -99.10813]","[19.311422, -99.108065]",4.0,896.0,{vztBx`|{QHEDM?IIUQK[@_ACg@IKESAo@Sm@?e@GO?}@QWIMAW@UIa@EU?a@Ii@SS@UAgAQS?SPEJ?DBBXLp@Dx@L`ABtA`@d@BXFr@Dj@Ht@NN@HDV?fBNNAp@PJ?HC,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/IJUOIS4ERFK5F3D3XL4VU6V5745MSGDWEPM774RCR6VPOEKN4ZBIPBEZVPVPOUIDEJWXGVQCLZFAJKOXGDTOFDT3,True,other
34719186,2,periferico de Acoxpa a Acoxpa - Dia del Padre,0.0,NC,0.1,"[19.289334, -99.114911]","[19.289453, -99.114869]",4.0,2031.8,imvtBfk}{Qu@uBeAeDgA{C}@gDiCaIaA}Cy@cCQo@Um@eAiDyBqGKACD@RRp@pDvKh@hBvAdEz@xBl@jBnAzDj@rBtC|INf@Pd@,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/RQGYIYJJY4WYIJH2GH4QQAY22JKFHSR5FWFD5XHV6SCYTTFWOUORPTKKA753PMZI5HFF2ROWGCKM2C6HNXFQOQ4P,True,other
32634212,2,VILLA QUIETUD FULL,0.0,NC,0.3,"[19.304893, -99.106433]","[19.304873, -99.106422]",3.2,1267.2,qnytBfv{{Qb@Gf@KpAI`@Gz@GjAMN?nBW`BMz@Qn@EVAzASV?NIHO?c@Ak@CKIGQAi@@}AHUAk@DIACCE_@G{@AkACOACK?cADGHANDv@@|ACPID[DeA@w@HoA@{@Hs@@s@HIJKVMv@WhACVDH,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/NCCKMQQXFRC4ZJYZGMFTUHD66MMXRB7G2NM7OJITPQAJNFPROFNAT6KXKOBSU7IG226ZWJTTF3YVSEQOKM7L2Y3L,True,other
26742792,2,el triángulo canal nacional iztapalapa,0.0,NC,-0.0,"[19.306683, -99.08995]","[19.306969, -99.089785]",11.6,4360.7,wyytBdox{QKRGBH?CBDFCL@D?d@Bh@Ad@Bf@DLAHCBDDh@zBRb@Np@Pp@b@dA\pADVXn@Rp@x@~Bj@bCXp@X|@DZN`@DXH\t@fBLl@Tj@`BjFHTXdATh@f@dBTj@HXAJGL[F_COk@A_@IcAKo@@SEW?_@KkADe@Ec@Aw@M[@WEs@F{CWO@[HgBWu@@KC}@Gg@?m@EM@aBKS@kBMo@BkBG}CWi@B]FWIY?c@IYAKCOMs@Dw@?WC]IS?WEYB]AYBi@JKAk@Mk@DYAk@Ma@Es@D_AI_@?QAu@Hk@Ag@KUKI[?oABUJUX[h@U^e@lB_ATQTW^SX[z@e@~@_Az@o@v@e@lAeAj@Yj@]d@]VWb@WXW\OZYx@e@\]hBmARSb@YPSl@_@jA}@n@o@`@UNOx@q@x@g@j@m@^SPQ\Ub@_@\QlCyBlA{@JOrAgAJOb@a@XMNA,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/UNB45KETV2QTYA2LOD3TTW6WMDJPLVCLH6NPRXS5CCY5LDJVTT7LKF4IGBDQESAN4XH2WKMNR5FRRZA7BCHEWKA=,True,other
9016746,2,3km Vuelta a Xochimilco,0.0,NC,0.0,"[19.300079, -99.094424]","[19.300122, -99.094363]",7.6,3037.5,mpxtBdky{QBgBJ{@Ne@x@_BJa@BS?]I]Yu@Q]USWO{@UUMOOa@o@US}CwBkAoAaBaAaBsA[Ou@MWMQU]_AWY[Wm@So@Cw@@_@BYHOJ[`@Ut@QVQLu@XOLKN[|@y@fAMXId@?ZDb@Np@`AxCR\n@dANZDb@AdADl@Nr@j@bBP`@JPdAr@R`@D^EdAF^JNPJjA\^PPLLNLZF\H~BDd@H\R^TTVNx@ZZXFLDT?`ABRP^^VRFTB\Ap@KZ?VB`@Jf@RTRh@h@NJPBHANIFKJe@JaBHgDDwCVeBDe@PsI,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/ZXSB7NFYJL3H3KG4ORQP3YK4NIXJMWUJEGXD6RCLASPJQLSSPQZYK35OCNUKG6OKKGU7EXKL5QR7NMEUQWGPUMI=,True,other
19270846,2,3km entrada por canal de chalco,0.0,NC,0.0,"[19.305844, -99.089401]","[19.305899, -99.089392]",12.4,3066.4,otytBxkx{Q}AdCO^IXE\D^Ln@|@vCVj@r@jALZJpCJv@Rz@L\T`@V\l@j@R^F^@~@Hb@LRPN~Ap@XRNTL\DZLnCF`@L`@f@`@~@f@ZXJTDPNtAFPLPTP`@FnBCp@DZJNJfA~@VHH@DCNMHSFWHo@PgD@kCBu@f@eDC_EHwCLcBBYDM~@gBJ]D_@@{@Sm@Sa@Y]aBcAoAmAuAy@]WkBkBsBmAsA}@qAm@UOUWg@w@QSYW]Oe@Kw@Ei@@_@FULSRk@`AW^[Xi@\,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/4FANG7YQQR4FRBQ6C4MWVFPQXT32W7EX5FEBT5OOVJZZACAAP2WN6TGBG2N7LPCYEYIQVRLBL5NOM4TUA2ABBQQ=,True,other
30451002,2,Todo Canal El Bordo,0.0,NC,-0.0,"[19.286212, -99.097665]","[19.28536, -99.092492]",1.2,559.0,yyutBl_z{QHADGJo@NcCToBN}BPeBHmBBWJ[Jg@FiA\uD?]EO,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/3OZTZUXUDBMELKWM6TDPTDPLNQ4I4HVAFW5SJD2S3KQ43MURVMQJEMCBYJPVESZNEGAKVA3HRYPSBNQUKGW7QPA=,True,other
30451010,2,Ida y vuelta hasta el fondo,0.0,NC,-0.0,"[19.294605, -99.090534]","[19.294568, -99.090557]",1.8,1916.4,gnwtBzrx{QSa@UQoBw@]S}@u@e@Ue@M_Ae@c@Qm@a@y@a@cAs@e@Sg@IUGe@[c@SmA{@_A_@}BmAoAg@e@MIAYJiCzBa@Xg@j@o@h@@BDGX]r@q@nByAb@Uf@a@^Gp@Pp@VfB~@hAf@|AfAhAl@`ATTH`@TfAx@b@Pd@XrAp@tAb@nA|@bBx@\Lb@VTb@,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/RLYGO5HB3LHOS3S22B3GA42BBSHOB2R7L7JQOXFGOBOIUQHOODUBDMAD22SMAHM5CDYUMGROKDZH5WVDIAH767A=,True,other
30451016,2,por adentro,0.0,NC,-0.1,"[19.288669, -99.094901]","[19.294485, -99.091981]",1.2,796.2,civtBdny{QUOg@u@q@o@SYYQ[OqAg@kCe@_Aa@_@Wq@w@]o@YYc@Oe@Cs@HyBCMLg@n@URc@W]Ya@e@]o@Y]aAk@G@,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/OLBWRLBDMXV7YYE5ZHJC4NIAIEYF2X4ZWNQ4FXYUMM2GZVAB6M7IBLAJYJX3IFMFF5NR4GOFZIHOOFYVDQMWPQQ=,True,other
30450998,2,Recta para llegar a El Bordo,0.0,NC,0.1,"[19.291764, -99.094372]","[19.285897, -99.095598]",1.0,709.1,o|vtBzjy{Q^Xd@Td@Fp@@`@Bb@Ld@TXHfANT?f@Dd@?LAf@Fd@CfA]?VVZT`@VJ`@FlCLd@Cl@U`Ab@x@DzAD,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/PIWRCJ2TVOZHWHPBK6QVJFC3OJDCVVG3LDD7YZFHV5KG5AZC4LQ6XVOBBCJRBZ2O4TCLKILGAHRYXOOXJVVSPQY=,True,other
30451000,2,El Bordo hasta topar,0.0,NC,0.1,"[19.285854, -99.095599]","[19.285803, -99.095525]",1.0,468.5,qwutBnry{QFF?HMxBY~CQlA[T?HDBHADGJo@NcCZwCHuA,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/6G5WIDLU4MS2U44CGQZNS4OMVYXYPZZ2BOCAXCMN7HGNFGAMMEM6RCH52PXSMZIC3UUXFAOHFY4NHKT6I33GCRY=,True,other
30451006,2,Ruta exterior completa,0.0,NC,-0.0,"[19.286212, -99.097665]","[19.301849, -99.088262]",2.8,2918.8,yyutBl_z{QHADGJo@NcCToBN}BPeBHmBBWJ[Jg@FiA\uD?]EOY_@cJmF_CeAiAo@iAg@mDB[NU`@cCnGw@`B]\]CgAg@_B_AeB{@W?QVy@`BW\KIc@_Aw@yAO_@c@aBMQa@[uAe@a@WSa@UQoBw@]S}@u@e@Ue@M_Ae@c@Qm@a@y@a@cAs@e@Sg@IUGe@[c@SmA{@_A_@}Ay@qAm@cA[IAYJiCzBa@Xg@j@o@h@@B,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/KW65SM3QLUYMD3II3IQ53YZRBIOHKGQVRLHRWXUCXKCQQNV45E66E7VMKIGD4X2FQ6567Z4HCK6LNVR3CRSY4LA=,True,other
30450992,2,Empezando el circuito,0.0,NC,0.4,"[19.29629, -99.094211]","[19.292945, -99.096524]",2.6,568.7,yxwtBziy{QNh@|@bA\z@V|@PXd@TjAJ~A\l@\ZZf@nAB\Aj@H\VFxAMP[Z[DQPU,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/Q7VHPC64WOQVKGOHWNCQBZX5G4KD3HE45P6ACL7UIBVU6Y4JXL36LDL2VHUV2EZHXIQADJTOGASD5DJZOBZ3F7A=,True,other
22908355,2,Vuelta por fuera de la pista,0.0,NC,-0.4,"[19.284873, -99.04935]","[19.284887, -99.049354]",3.9,648.1,mqutBlqp{QCPDVRPXPzFv@dCPJAFG?SMaBMaAKQQI}BYy@IoA?SFQJ_A|@_@X,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/GHHZQYDVSSSFDMSRM5CIAVAQ5WKGTCY33F7TIKG4RNTFA3MX7K5FIQ7V4ADBAYKKTBUCVMNW5EH5GZY7VWFWPWI=,True,track
37689787,2,"Running ciclopista ""Lago Los Reyes""",0.0,NC,0.0,"[19.283985, -99.047235]","[19.284086, -99.047237]",0.8,1401.2,{kutBfdp{QLp@NXZd@p@j@PJZJT@`@Cp@Mv@c@p@i@|AaBz@g@VSXc@Nk@B]@cBL}@VoABUA]Ee@M[U_@UQUK_@Ia@CW?YB]L[N]`@Uf@I^MtAI\W\SL[L_@F_@@[G_@QSGm@Gc@Au@DSDWLWRY\Kf@IdA@\DLJPt@l@vAh@,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/QOICX4I7HBDPQZQFUFIT5WTM6UI6BCKZVYLU77T5WCUBVSZPMAE2CA4U5CJKDCC5RSTETFS5N4IL6KKLY2ZSRTXC,True,track
13465670,2,Deportivo Tlaltenco,0.0,NC,0.0,"[19.29002, -99.014491]","[19.290012, -99.014487]",0.6,441.3,qqvtBrwi{QDe@FiAHe@Fy@COkCMc@FSnACh@K|AH@RJ`A?lADB?DG,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/FSAHFF23GBUY3T33YO4K6E7VIFATNPN4OFWQDZGBV55X4HNXUXPYBQUWUZCRG6EUUFZNU7OKX6CYFMSUVJP6IYA=,True,other
24753451,2,San Rafael Atlixco,0.0,NC,0.4,"[19.29612, -99.02174]","[19.287079, -99.014007]",14.6,1296.9,uwwtBzdk{QXe@tCcClHqF|AoAn@a@tAgAbFoDl@e@t@s@r@{@tBuBlBsBp@{@fAeAp@w@pAgAp@e@dAk@b@QrA],False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/P5FE6ZQ26FUSHT4HY5342OECW7AXH4IEKJMHOXZY7N2VOBLRDTUFOGJKWRNGSQWBGX2AESTQ72BPXF2KKLOCZ7SW,True,other
15975386,2,Circuito-Tlaltenco,0.0,NC,0.0,"[19.291078, -99.009242]","[19.29109, -99.009307]",6.7,5047.3,exvtBxvh{Qi@Ie@Ae@H]?_BQaAEkBK{Ee@{B_@c@QWe@a@kAI_@UwA?}AB}@JkATeETuBLmBXcC~@mMb@eDd@iGTwBHOh@ClJx@tCRpB\lAFrEb@pBL~D\f@BxKdAd@BfF`@rBL`Ff@xDXVR?f@UzD\Xd@H`@LAv@SzB]jEIrBSvBGpASdD_@hE]hDI~BS`DQtA[`@yBzAe@NsBQsBYgESi@GuCe@wBMuGm@qFo@kAIg@?mCOkAC,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/FGWHTBKSJUQ6PM5DUOAYF66WJD6VHH2TWQNYU4WXV34BSBC2HAZJQFL5MTFCIH4S7YNTRKE4TD4Q76G7KY7QXBY=,True,other
25080769,2,Puro trail,0.0,NC,2.5,"[19.292077, -98.989786]","[19.293438, -98.995181]",16.0,619.0,m~vtBd}d{QSCGDCHM~AGZInACHMj@IHQH]^S^[bA?VKz@A`@AJOxBEREl@QfA?r@GN?^QlBB^?X,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/YQFZH2LZKOLX7AJXH6STNQI7HEDMSHVZES5GEHSV3SHEWCMKWNFC5U3NMTMDQ76H5HSEAQDFMMUXGGAI6EVJT6YC,True,other
21453099,2,CETIS 1 A Panteon,0.0,NC,0.0,"[19.294013, -98.997705]","[19.305481, -98.974627]",4.1,2898.2,qjwtBtnf{QJ}@JcCZmCJiBP{ALyBRqALyADQJgB?_@Fk@Ai@IkAYkA}@iBoAgB[k@a@c@o@mA]a@a@u@SUk@_AYa@Qa@w@cA_@k@a@a@EQOQKSOOYg@Y_@a@{@QWWe@OO[o@[g@WYUa@WYO]SUWk@Y_@GMk@y@IQa@q@WYM]OOq@iAa@a@KSSWm@mAq@y@i@kAq@{@a@q@M[gBgCWe@QUYo@iAqAIc@sAwBKUKMMYe@o@UQEQMU]c@_@o@U]m@cAi@s@OYMOEO]_@Wc@KKWg@M_@W[WWkCcE,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/T66PNHALLZVGBJLEWL26UWK3TGHGQFBHQKOIINHL3KDXH2GLWNUULDYQNTC5SJ64SZCQAR6VJMXYGNYPDYHI63I=,True,other
20418675,2,Marraneras - Panteón,0.0,NC,-0.0,"[19.293347, -98.991841]","[19.306291, -98.9735]",4.1,2404.2,kfwtB`je{QMa@_@y@m@cAsAoBk@gAoAcBo@gASc@iAaBk@eAaAoAeA_BkEiHsB}Cm@cAgA_BoF}Im@}@o@eAiA}AcDcF}CgF}CqEwFeJ_B}BiHgL,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/VHEPFTQW3LO75SQHAWVZIFHXCPQKMBY53FXBRT6AQ5LTTFILVSXTAQLC3O2AAK5EPMCFVCKOBVX2VFASUYIWZSRV,True,other
24753435,2,Av San Fco- 3 de Mayo,0.0,NC,0.1,"[19.307798, -98.976166]","[19.296472, -98.995195]",11.8,2576.5,u`ztB`hb{Qt@|@`@ZhBjBbBlAjAdA^ZNFTNb@d@\j@N\r@hAp@pAX^Xh@V^r@h@FJHh@Dj@?l@H`ADRRVj@`@\f@b@ZR\rAlAxCxDl@^|@t@rA`Ah@b@^T`@Hb@Np@ZXF^@jAMN?f@Pb@RZJNNh@xA`BzD`@hAF\dAjCFXAXq@vASh@CZAdBR|AXdAHh@Jf@@b@DVZnAj@nDRvAd@jCVdAF|@HjCAvB,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/4IOAFTLTZAJM72TI65AZOFOL2D55MAAPNAOPS4VCJRDFU64RFVIZN2534BAI5AMJPEBJRVX4KWNC47RH45SJJYI=,True,other
21453113,2,Panteon a CETIS 1,0.0,NC,-0.0,"[19.305552, -98.974623]","[19.294058, -98.997662]",4.1,2906.0,urytBl~a{QhCrDT^HRZ\HNNJLLNd@NX^b@h@|@VXh@fAd@l@b@v@TPNb@LLXl@^\LXNLRXPLBH@THNj@v@JV\b@FRXh@XVTV`@n@FP^d@Xh@LNV`@JZ`@f@Vb@f@n@JXx@rAp@t@d@|@b@j@JZd@n@fAbBNb@r@jA\d@dBjCj@r@Xd@JZlBpCLL^p@TPh@fAj@v@Vb@FPTVXh@x@fAf@|@\\\d@Xh@Pd@NVp@|@LJr@vA\h@R^Pl@R`AFnAE|@WzCUrBKlBOxAMl@Cp@@RANQbAAZGXGx@?ZCf@Oj@@TEb@GN,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/XCIRI5W6MOZSK27Z33ZP274HG4RAHEMKLVVIQK6YNF343I5YUFWSMQRINU24K5HXI3BCV6QKKADQSUL2Y3RX4UKD,True,other
38769420,2,400 M Deportivo,,NC,-0.2,"[19.303075, -98.95607]","[19.302915, -98.95605]",1.2,421.1,ecytBlj~zQ[Ve@f@yAjBG\D^LXPNXFP@`@KZ[fBcCFYAWESOYc@U,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/C27O7IQM5BF64UGBFTHDPALOSWCVJLMROCPVHW5Q7LOR5YP4MV56GBOLISQD45BISDPWB22IEAMB3KD56BOKOTA=,True,other
38769431,2,Vuelta XL Deportivo,,NC,-0.0,"[19.303274, -98.954724]","[19.303271, -98.954697]",2.2,1563.3,mdytB`b~zQS@ID_@j@o@r@GRCd@INk@`@KDgAASHc@b@oAzAIPERHVp@l@xAzAL@HGx@kAv@_AFKDe@l@s@b@c@XSj@MB@?FGJiCxCOTGZ@ZDRPRTNPDXAVIROzAoBT[FUAe@K[UUg@WMU?KH?LHrAzANTF@DAvA}A?OAG[c@_AkAi@i@y@_AKGKCs@@,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/7JCEG7ZZ7GJTCMPXMBD2GYSAJ4L47ZRJCXVSBL7DRMSQRBVS37JBKCF6G6NOUJZWKLOMVBW7T5WZPMQB3AU74ZQ=,True,other
38769448,2,Vuelta S Deportivo,0.0,NC,0.2,"[19.303271, -98.954697]","[19.303256, -98.954687]",2.4,891.6,mdytBza~zQQ?KDwAxAGLIv@_@\[N}@DWFOFWT_AbAc@l@CH?JDLJNrBpBVRF@JG|AgB`@k@Rg@PYtEeF@OM[MSa@a@SKo@@,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/JT3PQ5QVAIZIHEZNDMHPFNRRV4JDUJC2IEPAKSXA2LAE6WSSXG6IQ7QDJGSYRVLOHWAXODYE5WGSHQRBTTEDGRI=,True,other
17751603,2,Cerro del elefante,0.0,NC,-0.1,"[19.295537, -98.914999]","[19.295586, -98.915028]",24.5,1111.4,atwtBvivzQTFf@Bn@Cd@MXQ^A~@Oj@Sh@KVUDO?MCGMIm@K[OUIKIKSY]Ka@KMKWQ[Uq@Yk@GUMUSQeAi@cAYOASKk@S_@Ee@?_@FS?CDADBF`@b@hBhBxAzBN~@JZKZ@ZAT_@r@?DDDXJHJD^GZ,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/PULBAK7IG5VS37AG2HPLCWTDXO4ALFYBHRVNPRVDZSFFSKOFFTDKIVJ6BENPALREG3CXO7WOIQUAKQYXMZ2ZMIAE,True,other
27934708,2,Vuelta parque Unión de Guadalupe (Terracería),0.0,NC,0.0,"[19.286867, -98.910364]","[19.286867, -98.910346]",0.9,434.6,{}utBxluzQHm@d@_B@QESIMWKYCK@KFSTUl@Kn@MZWb@K\?HHNRJBDHj@PPL?VKHM`@}A,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/3KWLHQ537CYFSUW3LVYHD3GBT6ULTJLS3TII3QRGQKCU63VQTZBFZKM35MOILAXJSH42JGTGDXLIPOIBLVWJP3A=,True,park
33706319,2,Ascenso al Elefante ,1.0,4,12.9,"[19.30143, -98.911991]","[19.295906, -98.914567]",151.3,1171.6,}xxtB~vuzQNJBJ?NMTC\On@@NLLTFR?n@Kh@B`B\z@AFBDFADeAh@a@Je@Pk@P]Da@@a@CM@GJAFDHz@RnACdAOh@Of@Gp@WP?lAe@VORUXIj@GTBl@@d@HR?NRXFVRDHLJHN`@^HBJAVHZD~@`@t@b@ZTn@|@NFJ?,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/S2MFAKAXGB4YSC33KPWHS5WSJNAQCKR5SA4GVYL3P6DQC2V7VLS72JOMMMP3GRMLI7HY2MBKYLI6B5OIBDXRDTDQ,True,other
36991910,2,Explanada - Mirador,0.0,NC,2.3,"[19.295917, -98.914743]","[19.295223, -98.912423]",23.2,537.1,mvwtBdhvzQP]Z{@Lk@Dk@Gy@Wq@S[]y@W[[SSUQKk@k@U_@EYtA@rATVF^Nl@NNNZJ,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/MLPBKW4FIBAPEZ6DLK2VHCLP5U2P7RCEBCRJLL5B62HAOZMJJK5SAZ2AQQ7FMT3G4POTZDGHXVZ2KJYHBG53BRY=,True,other
36503723,2,Explanada - Vigilante ,0.0,NC,7.3,"[19.295842, -98.914663]","[19.299451, -98.915993]",33.7,461.8,_vwtBtgvzQY\YFeB@_@@_BCc@FsBHUJMLIPQJkAD_@PYFi@Tk@|@GX?HB@,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/VVOUXKEXX3G7GM674GO524UJVOBDIXUIHVFJTNHCSEMLFMY7KQEKN7IXCC2SEMOZUVL5MCL3Q7PCLDEFFEGXR52O,True,other
38435014,2,Escalada al elefante sur,2.0,3,43.7,"[19.291229, -98.913296]","[19.2936, -98.914552]",169.4,386.3,cyvtBb_vzQKPKBILKBAPO?IAADK?@BC@O@CCG@CBE?GECBAJG@KH]DCFGCGLG?AEKAYLQ@AJG@CAIHGL@JGDG@EH?NI?GHKAIJMGM?IJ@PCLI@KEk@G,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/4XVYBTDVSGWXTNSIISS6JRJRN3EHYGGMHUHE4BKBYM7L6DCKZQV2EWXIGPRVOR3BZRZYTNFMRXHEB4I74IL34RUW,True,other
18351347,2,Vuelta Trota Pista Boulevard de La Luz,0.0,NC,0.0,"[19.316428, -99.213162]","[19.316441, -99.213148]",5.0,722.9,sv{tBhqp|Qc@FYNk@Ja@Lk@J[JSB[Hm@Fi@A[F]AQDUASCID_AJ]A?FBBTC\DVC`@@^Kp@ELDLCD?h@Lf@CjAk@JKt@SXAr@[bAKHC@GEEE?a@H,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/IJ4PPQJOPGJPXESZNP7YTVLGS66QXOLDW2DBIFYH7AUFAQKBHXFG5VDXCO4QGZRUYFY3XBNJCPNJ5RPJEM6MGFI=,True,track
22430952,2,Av Toluca-Av San Bernabe,0.0,NC,2.3,"[19.341119, -99.206751]","[19.331588, -99.222455]",53.3,2269.7,}p`uBfio|Qd@n@Xd@l@p@Tf@ZVf@|@PTZTBN\`@Td@JDd@nAxArCVx@z@jBTp@T`@Rp@Lp@LtA@d@AfABf@?z@F`A@nCFb@@ZPpA`@|@^h@\r@Rh@LTd@n@HN\\n@t@Xd@FPRXn@l@BF?NPNNTTd@Tx@~@zADh@Nf@^z@`@pAP^Pr@RbABr@D\Gx@B^Gv@CLILCXLzAZhARXn@`@z@VtALx@OPGTOf@KPIZURGZW^S|@Ub@?,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/ONK2JXZKLGMF2FRRS74OSLHFSM6C4YVL4B35VUT3IPMNVPAVICB4VUU2FDW6KRMJZIZNPEOP45UFKLWMFSM7M4ER,True,other
13123635,2,Nubes Norte - Nubes Sur,0.0,NC,-0.2,"[19.321628, -99.216802]","[19.315485, -99.213201]",16.8,1350.1,cw|tB`hq|QPHXDd@Zl@Pj@d@LXVb@Hd@DF|@~@RXPFPER[`@_@LSJIvBuAPQPITGjAPTLNDHF~@zBH|@FLH@h@Gb@Dh@Jb@TVCLEVWJW?a@Su@?y@^eCDk@HU?k@N_Ab@oBTi@Ng@TsAJkBNeA?o@JgA,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/5UW5JIHKJC23V6H2OU3ZFRJK57UKSTCAVJ2ASE7ZY7LDJ7NUXAW4YPQJBBV645RG6TTUHU3TY6I4H5XXPLR2TJI=,True,other
12807039,2,vuelta pista libanés,0.0,NC,-0.0,"[19.335011, -99.221256]","[19.335001, -99.22124]",10.5,423.4,yj_uBzcr|QEQKQQIWIS@e@JQPKTAJDR?`ANhAN\Xb@h@JVANIT]La@@MEg@Ge@K_@Es@,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/I6O2ZU5ECLK4OFI3CKVM2TAOAPHYGEMRKFGTDBWI3HIONX5LJLHTXLYHOWTIBHUC4JSM2STZ5XJMNKJ5UCVXVRRN,True,track
26222305,2,Subida Serpiete a Iglesia,0.0,NC,2.3,"[19.33242, -99.204209]","[19.315646, -99.212653]",50.0,2146.7,sz~tBhyn|Q|@]fCSlACr@Hz@Z\BXFfCjAp@h@l@Rb@@nBGt@Dj@Nt@\XVrAx@vC|AVThAv@pAv@^\`@Tf@b@^PNDR@XK\EHATDbBpAp@b@zBbAbB|A`Av@t@t@lA~@fAbAj@\r@n@\TnAb@jAp@bAr@XLNR`@Zx@t@t@^tBt@t@JzAb@V@d@Fp@BRDTA\B\JFBDN@J?V,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/6KFXEK7YTXPMUQXDTWPSKQJFFZZFJZIC3MFBGHYIOD432IEXHD6L4BQEEUUWHEFDZGFUWIIIZPQE44HZ2DQGWUUC,True,other
6546968,2,a. Cerrada del Potrero Climb,0.0,NC,5.6,"[19.337903, -99.214624]","[19.336711, -99.225347]",71.4,1272.4,{|_uBlzp|QE@CUKEK@QASGQ?EBGAC@CFQr@AH@b@Cf@FPJr@?r@Et@LfACr@d@xDPp@Hd@R`@Jd@HHB`@DZ^zADVZ`AF^JXHt@Rx@Dd@P`@ANS\IT?h@EROf@BZDBDJGr@A`@Dd@DN@VPr@?^H^Fr@d@nCJX@VZxAHj@AJ,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/CI2JTMI2K5QFNAHXIOMVYZAMMEZXZVO64VN6XVVQMB5LBPLJZHNEQBMEWSHF3CKUJWR264SMFXZM24LU2MMDOXZW,True,other
22187421,2,2 unidad,0.0,NC,-3.0,"[19.326447, -99.227067]","[19.331958, -99.213902]",61.1,2024.2,gu}tBdhs|Q_@e@I@y@y@e@[SIa@Ka@Cq@B]?UC[BcAIQGc@U[YUY]q@i@gDKg@O_@Q[a@i@_@a@a@iA_BsBq@m@c@Yy@QSEIGUYe@}@iAgCe@_BCYQq@o@mAy@iBGWcA{B{@{B{AoD?ONUVMTQJCHGj@a@b@c@`@U`@_@NSb@[TWJ_@?KAKQ]e@oA}@iFBMJER@p@J^NXFv@DJAPGLO,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/UJZI6V3L7ADXQ2RN3HDPARXJPQ2EGR57YK3GFVKQLK3F3INA25IHEGFF5WU3R6UISOTMPKWWFESND7V3IXS3XJ67,True,other
